Worker ID, File, Total Time (ms), lateFile?, totalSpans, parser nodes, typer nodes, LoC, LoC/s
5, app/models/ProcedureType.scala, 101, false, 47, 138, 309, 23, 228
6, app/forms/WhatIsPrincipalEoriFormProvider.scala, 99, false, 39, 69, 108, 18, 182
4, app/models/domain/NetMass.scala, 98, false, 66, 74, 295, 18, 184
2, app/pages/addItems/AddMarkPage.scala, 96, false, 57, 99, 326, 15, 156
3, app/viewModels/sections/Section.scala, 96, false, 59, 132, 401, 16, 167
5, app/controllers/actions/DataRetrievalAction.scala, 96, false, 58, 143, 144, 27, 281
1, app/pages/addItems/ReferenceTypePage.scala, 94, false, 53, 64, 285, 9, 96
2, app/config/Module.scala, 94, false, 34, 189, 167, 22, 234
4, app/forms/addItems/traderDetails/TraderDetailsConsignorEoriNumberFormProvider.scala, 94, false, 32, 44, 60, 11, 117
2, app/models/requests/DataRequest.scala, 93, false, 80, 97, 507, 5, 54
4, app/repositories/RepositoryModule.scala, 91, false, 32, 46, 60, 10, 110
7, app/pages/addItems/traderDetails/TraderDetailsConsigneeEoriNumberPage.scala, 89, false, 47, 55, 238, 9, 101
6, app/pages/AddTotalNetMassPage.scala, 86, false, 50, 85, 264, 14, 163
1, app/pages/IdCrossingBorderPage.scala, 85, false, 31, 30, 87, 6, 71
2, app/pages/InlandModePage.scala, 85, false, 31, 30, 87, 6, 71
3, app/forms/ConsignorAddressFormProvider.scala, 85, false, 49, 177, 294, 27, 318
0, app/pages/PrincipalNamePage.scala, 84, false, 31, 30, 87, 6, 71
0, app/pages/IsPrincipalEoriKnownPage.scala, 82, false, 37, 86, 147, 17, 207
7, app/forms/ModeAtBorderFormProvider.scala, 82, false, 40, 92, 107, 14, 171
0, app/pages/AddAnotherTransitOfficePage.scala, 80, false, 47, 61, 233, 11, 138
0, app/pages/ArrivalTimesAtOfficePage.scala, 80, false, 47, 61, 233, 11, 138
4, app/forms/SealIdDetailsFormProvider.scala, 80, false, 42, 83, 131, 21, 263
6, app/queries/ItemsQuery.scala, 80, false, 45, 42, 219, 7, 88
4, app/models/Enumerable.scala, 79, false, 55, 156, 193, 28, 354
1, app/models/messages/package.scala, 78, false, 33, 36, 43, 6, 77
7, app/forms/TotalGrossMassFormProvider.scala, 78, false, 34, 65, 113, 18, 231
7, app/forms/guaranteeDetails/GuaranteeReferenceFormProvider.scala, 76, false, 35, 64, 87, 17, 224
7, app/derivable/DeriveNumberOfOfficeOfTransits.scala, 76, false, 34, 48, 102, 7, 92
0, app/forms/ItemDescriptionFormProvider.scala, 74, false, 37, 72, 103, 17, 230
1, target/scala-2.12/routes/main/prod/RoutesPrefix.scala, 74, false, 37, 31, 52, 10, 135
3, app/forms/mappings/Mappings.scala, 74, false, 86, 220, 322, 46, 622
1, app/pages/TotalNetMassPage.scala, 73, false, 46, 48, 227, 8, 110
3, app/pages/addItems/AddItemsSameConsigneeForAllItemsPage.scala, 73, false, 47, 51, 231, 9, 123
6, app/forms/AddConsignorFormProvider.scala, 73, false, 32, 36, 53, 10, 137
6, app/utils/Format.scala, 73, false, 58, 130, 179, 20, 274
5, app/forms/RepresentativeNameFormProvider.scala, 72, false, 37, 62, 95, 18, 250
1, app/forms/AddAnotherTransitOfficeFormProvider.scala, 71, false, 39, 83, 98, 14, 197
3, app/models/messages/customsoffice/CustomsOfficeDeparture.scala, 71, false, 49, 153, 341, 15, 211
0, app/renderer/Renderer.scala, 70, false, 58, 167, 281, 24, 343
2, app/pages/TotalPackagesPage.scala, 69, false, 31, 30, 87, 6, 87
5, app/forms/OtherReferenceFormProvider.scala, 69, false, 38, 68, 104, 18, 261
7, app/pages/addItems/traderDetails/TraderDetailsConsignorAddressPage.scala, 69, false, 47, 55, 238, 9, 130
4, app/forms/TotalNetMassFormProvider.scala, 68, false, 36, 86, 146, 21, 309
4, app/forms/addItems/traderDetails/TraderDetailsConsigneeAddressFormProvider.scala, 68, false, 32, 44, 60, 11, 162
5, app/forms/PackageTypeFormProvider.scala, 68, false, 40, 92, 107, 14, 206
5, app/pages/AuthorisedLocationCodePage.scala, 68, false, 31, 30, 87, 6, 88
6, app/pages/addItems/traderDetails/TraderDetailsConsigneeAddressPage.scala, 68, false, 47, 55, 238, 9, 132
1, app/queries/OfficeOfTransitQuery.scala, 67, false, 45, 42, 219, 7, 104
6, app/forms/ConfirmRemoveSealFormProvider.scala, 64, false, 34, 48, 76, 11, 172
7, app/forms/ConsigneeNameFormProvider.scala, 64, false, 37, 62, 95, 18, 281
6, app/pages/addItems/CommodityCodePage.scala, 63, false, 47, 51, 231, 9, 143
7, app/forms/DestinationOfficeFormProvider.scala, 63, false, 40, 89, 107, 14, 222
2, app/models/journeyDomain/package.scala, 62, false, 54, 106, 116, 14, 226
5, app/pages/DeclarationPlacePage.scala, 62, false, 31, 30, 87, 6, 97
2, app/forms/WhatIsConsigneeEoriFormProvider.scala, 61, false, 39, 69, 108, 18, 295
4, app/pages/IsCommodityCodeKnownPage.scala, 61, false, 51, 88, 269, 17, 279
4, app/forms/AddAdministrativeReferenceFormProvider.scala, 61, false, 32, 36, 53, 10, 164
1, app/forms/TotalPiecesFormProvider.scala, 60, false, 32, 45, 65, 11, 183
1, app/pages/addItems/AddAnotherPackagePage.scala, 60, false, 53, 64, 285, 9, 150
3, app/connectors/package.scala, 60, false, 37, 49, 56, 8, 133
3, app/pages/addItems/AddAdministrativeReferencePage.scala, 60, false, 53, 64, 285, 9, 150
3, app/forms/addItems/traderDetails/TraderDetailsConsignorEoriKnownFormProvider.scala, 60, false, 32, 38, 55, 10, 167
4, app/pages/DeclarePackagesPage.scala, 60, false, 36, 67, 122, 13, 217
7, app/forms/AddTransitOfficeFormProvider.scala, 60, false, 32, 36, 53, 10, 167
0, app/pages/AddCustomsApprovedLocationPage.scala, 59, false, 36, 67, 122, 13, 220
0, app/forms/IdCrossingBorderFormProvider.scala, 59, false, 37, 62, 95, 17, 288
3, app/pages/OtherReferenceLiabilityAmountPage.scala, 59, false, 31, 30, 87, 6, 102
4, app/models/TransportModeList.scala, 59, false, 45, 45, 220, 6, 102
7, app/models/messages/customsoffice/CustomsOffice.scala, 59, false, 34, 28, 42, 7, 119
0, app/forms/addItems/traderDetails/TraderDetailsConsignorAddressFormProvider.scala, 58, false, 32, 44, 60, 11, 190
4, app/pages/addItems/AddAnotherItemPage.scala, 58, false, 32, 33, 91, 7, 121
5, app/forms/AddIdAtDepartureFormProvider.scala, 58, false, 32, 36, 53, 10, 172
6, app/pages/ItemDescriptionPage.scala, 58, false, 46, 48, 227, 8, 138
6, app/pages/DeclarationTypePage.scala, 58, false, 32, 32, 89, 7, 121
7, app/forms/CustomsApprovedLocationFormProvider.scala, 58, false, 37, 62, 95, 16, 276
1, app/forms/AuthorisedLocationCodeFormProvider.scala, 57, false, 37, 62, 95, 16, 281
1, app/forms/AddCustomsApprovedLocationFormProvider.scala, 57, false, 32, 36, 53, 10, 175
6, app/forms/addItems/ConfirmRemoveItemFormProvider.scala, 57, false, 32, 37, 54, 10, 175
6, app/pages/AddConsigneePage.scala, 56, false, 39, 97, 164, 18, 321
0, app/models/journeyDomain/package.scala, 55, false, 54, 106, 116, 14, 255
4, app/forms/addItems/CommodityCodeFormProvider.scala, 55, false, 39, 80, 117, 21, 382
0, app/forms/AddSecurityDetailsFormProvider.scala, 54, false, 32, 36, 53, 10, 185
4, app/pages/ConsignorAddressPage.scala, 53, false, 32, 32, 89, 7, 132
7, app/forms/IsCommodityCodeKnownFormProvider.scala, 53, false, 34, 46, 64, 11, 208
1, app/forms/ReferenceTypeFormProvider.scala, 52, false, 39, 83, 98, 14, 269
2, app/forms/mappings/StringEquivalence.scala, 52, false, 67, 155, 174, 14, 269
5, app/forms/DeclarationForSomeoneElseFormProvider.scala, 52, false, 32, 36, 53, 10, 192
0, app/forms/ConfirmRemoveSealsFormProvider.scala, 51, false, 32, 36, 53, 10, 196
0, app/pages/IsConsigneeEoriKnownPage.scala, 51, false, 37, 86, 147, 17, 333
7, app/forms/addItems/AddItemsSameConsigneeForAllItemsFormProvider.scala, 51, false, 32, 37, 54, 10, 196
4, app/forms/DeclarationPlaceFormProvider.scala, 50, false, 37, 62, 95, 17, 340
1, app/forms/AddConsigneeFormProvider.scala, 48, false, 32, 36, 53, 10, 208
2, app/pages/addItems/traderDetails/TraderDetailsConsignorEoriKnownPage.scala, 48, false, 47, 55, 238, 9, 188
3, app/repositories/InterchangeControlReferenceCollection.scala, 48, false, 43, 83, 93, 14, 292
4, app/pages/movementDetails/PreLodgeDeclarationPage.scala, 48, false, 32, 33, 91, 7, 146
6, app/models/CountryList.scala, 48, false, 42, 91, 94, 14, 292
1, app/pages/ModeCrossingBorderPage.scala, 47, false, 35, 78, 135, 12, 255
0, target/scala-2.12/routes/main/com/kenshoo/play/metrics/javascript/JavaScriptReverseRoutes.scala, 46, false, 35, 66, 66, 18, 391
1, app/models/LanguageCode.scala, 46, false, 32, 20, 28, 7, 152
2, app/pages/addItems/HowManyPackagesPage.scala, 46, false, 53, 64, 285, 9, 196
2, app/forms/ModeCrossingBorderFormProvider.scala, 45, false, 40, 92, 107, 14, 311
5, app/pages/AddConsignorPage.scala, 45, false, 39, 101, 168, 18, 400
7, app/forms/ContainersUsedPageFormProvider.scala, 45, false, 32, 36, 53, 10, 222
1, app/forms/TotalPackagesFormProvider.scala, 44, false, 34, 52, 72, 14, 318
1, app/derivable/DeriveNumberOfPackages.scala, 44, false, 48, 63, 238, 8, 182
7, app/pages/AddSealsLaterPage.scala, 43, false, 28, 14, 70, 2, 47
7, app/pages/ConsigneeAddressPage.scala, 43, false, 32, 32, 89, 7, 163
1, app/pages/LocalReferenceNumberPage.scala, 42, false, 28, 14, 70, 2, 48
5, app/pages/ConfirmRemoveOfficeOfTransitPage.scala, 42, false, 31, 30, 87, 6, 143
7, app/forms/DeclarationTypeFormProvider.scala, 42, false, 33, 40, 61, 11, 262
2, app/derivable/DeriveNumberOfSeals.scala, 41, false, 42, 51, 170, 8, 195
3, app/pages/TotalGrossMassPage.scala, 41, false, 31, 30, 87, 6, 146
6, app/forms/PreviousReferenceFormProvider.scala, 41, false, 37, 62, 95, 19, 463
7, app/forms/addItems/AddTotalNetMassFormProvider.scala, 41, false, 34, 47, 65, 11, 268
0, app/models/CustomsOfficeList.scala, 40, false, 44, 54, 218, 7, 175
1, app/forms/AddExtraInformationFormProvider.scala, 40, false, 32, 36, 53, 10, 250
3, app/pages/DeclarationForSomeoneElsePage.scala, 40, false, 37, 77, 136, 16, 400
6, app/forms/addItems/AddItemsSameConsignorForAllItemsFormProvider.scala, 40, false, 32, 37, 54, 10, 250
3, app/models/domain/GrossMass.scala, 39, false, 66, 74, 295, 18, 462
1, app/derivable/DeriveNumberOfItems.scala, 38, false, 34, 48, 102, 7, 184
2, app/forms/addItems/traderDetails/TraderDetailsConsigneeEoriNumberFormProvider.scala, 38, false, 32, 44, 60, 11, 289
6, app/forms/AccessCodeFormProvider.scala, 38, false, 37, 62, 95, 15, 395
2, app/forms/RepresentativeCapacityFormProvider.scala, 37, false, 33, 40, 61, 11, 297
1, app/pages/CustomsApprovedLocationPage.scala, 36, false, 31, 30, 87, 6, 167
4, app/pages/AddIdAtDeparturePage.scala, 36, false, 36, 67, 122, 13, 361
7, app/pages/SealsInformationPage.scala, 36, false, 30, 27, 87, 5, 139
5, app/pages/ConsignorNamePage.scala, 34, false, 31, 30, 87, 6, 176
6, app/forms/PrincipalNameFormProvider.scala, 34, false, 37, 62, 95, 17, 500
7, app/pages/ContainersUsedPage.scala, 34, false, 31, 30, 87, 6, 176
0, app/forms/IsConsignorEoriKnownFormProvider.scala, 33, false, 32, 36, 53, 10, 303
4, app/models/messages/trader/Trader.scala, 33, false, 42, 40, 70, 11, 333
7, app/pages/AddSealsPage.scala, 33, false, 31, 30, 87, 6, 182
2, app/pages/ModeAtBorderPage.scala, 32, false, 31, 30, 87, 6, 188
3, app/forms/ConfirmRemoveOfficeOfTransitFormProvider.scala, 32, false, 32, 36, 53, 10, 313
3, app/pages/OtherReferencePage.scala, 32, false, 31, 30, 87, 6, 188
4, app/pages/WhatIsConsigneeEoriPage.scala, 32, false, 31, 30, 87, 6, 188
5, app/connectors/package.scala, 32, false, 37, 49, 56, 8, 250
6, app/pages/Page.scala, 32, false, 32, 25, 29, 7, 219
7, app/forms/DefaultAmountFormProvider.scala, 32, false, 32, 36, 53, 10, 313
2, app/forms/OfficeOfDepartureFormProvider.scala, 31, false, 39, 83, 98, 14, 452
3, app/pages/DestinationCountryPage.scala, 31, false, 32, 33, 90, 7, 226
2, app/forms/ChangeAtBorderFormProvider.scala, 30, false, 32, 36, 53, 10, 333
2, app/forms/AddMarkFormProvider.scala, 30, false, 32, 36, 53, 10, 333
7, app/pages/LiabilityAmountPage.scala, 29, false, 36, 70, 127, 13, 448
7, app/models/messages/package.scala, 29, false, 33, 36, 43, 6, 207
1, app/pages/NationalityAtDeparturePage.scala, 27, false, 32, 33, 90, 7, 259
3, app/pages/ConsigneeForAllItemsPage.scala, 27, false, 31, 30, 87, 6, 222
6, app/forms/IsPrincipalEoriKnownFormProvider.scala, 27, false, 32, 36, 53, 10, 370
6, app/forms/ProcedureTypeFormProvider.scala, 27, false, 33, 40, 61, 11, 407
6, app/pages/ConfirmRemoveSealPage.scala, 27, false, 35, 14, 136, 2, 74
2, app/queries/Query.scala, 26, false, 41, 52, 51, 12, 462
3, app/forms/DeclareNumberOfPackagesFormProvider.scala, 26, false, 32, 36, 53, 10, 385
4, app/pages/AddIdAtDepartureLaterPage.scala, 26, false, 28, 14, 70, 2, 77
5, app/models/messages/package.scala, 26, false, 33, 36, 43, 6, 231
0, app/forms/AddSealsFormProvider.scala, 25, false, 32, 36, 53, 10, 400
0, app/forms/DeclareMarkFormProvider.scala, 25, false, 32, 42, 58, 11, 440
1, app/models/messages/goodsitem/Containers.scala, 25, false, 34, 28, 42, 7, 280
2, app/forms/addItems/traderDetails/TraderDetailsConsigneeEoriKnownFormProvider.scala, 25, false, 32, 38, 55, 10, 400
4, app/connectors/package.scala, 25, false, 37, 49, 56, 8, 320
6, app/forms/LocalReferenceNumberFormProvider.scala, 25, false, 33, 40, 53, 11, 440
6, app/forms/addItems/AddAnotherItemFormProvider.scala, 25, false, 31, 30, 51, 9, 360
2, app/forms/addItems/traderDetails/TraderDetailsConsignorNameFormProvider.scala, 24, false, 32, 44, 60, 11, 458
3, app/models/messages/package.scala, 24, false, 33, 36, 43, 6, 250
6, app/forms/AddAnotherPackageFormProvider.scala, 24, false, 32, 36, 53, 10, 417
7, app/services/DateTimeService.scala, 24, false, 36, 45, 49, 13, 542
0, app/pages/ConsigneeNamePage.scala, 22, false, 31, 30, 87, 6, 273
0, app/models/messages/package.scala, 22, false, 33, 36, 43, 6, 273
3, app/forms/ArrivalTimesAtOfficeFormProvider.scala, 22, false, 34, 72, 70, 22, 1000
3, app/pages/PrincipalAddressPage.scala, 22, false, 32, 32, 89, 7, 318
6, app/forms/ConsignorForAllItemsFormProvider.scala, 22, false, 32, 36, 53, 10, 455
3, app/pages/OfficeOfDeparturePage.scala, 21, false, 31, 30, 87, 6, 286
3, app/pages/ConsignorEoriPage.scala, 21, false, 31, 30, 87, 6, 286
6, app/forms/IsConsigneeEoriKnownFormProvider.scala, 21, false, 32, 36, 53, 10, 476
7, app/pages/DestinationOfficePage.scala, 21, false, 31, 30, 87, 6, 286
2, target/scala-2.12/routes/main/testOnlyDoNotUseInAppConf/RoutesPrefix.scala, 19, false, 37, 31, 52, 10, 526
2, app/forms/SealsInformationFormProvider.scala, 19, false, 32, 36, 53, 10, 526
3, app/pages/ControlResultDateLimitPage.scala, 19, false, 32, 33, 90, 7, 368
1, app/pages/AddTransitOfficePage.scala, 18, false, 31, 30, 87, 6, 333
2, target/scala-2.12/routes/main/com/kenshoo/play/metrics/ReverseRoutes.scala, 17, false, 35, 62, 67, 13, 765
3, app/pages/IdAtDeparturePage.scala, 17, false, 31, 30, 87, 6, 353
6, app/pages/DefaultAmountPage.scala, 17, false, 31, 30, 87, 6, 353
2, app/forms/IdAtDepartureFormProvider.scala, 16, false, 37, 62, 95, 17, 1063
3, app/pages/guaranteeDetails/GuaranteeReferencePage.scala, 16, false, 32, 33, 91, 7, 438
3, app/pages/RepresentativeCapacityPage.scala, 16, false, 32, 32, 89, 7, 438
3, app/pages/RepresentativeNamePage.scala, 15, false, 31, 30, 87, 6, 400
5, app/pages/AccessCodePage.scala, 15, false, 31, 30, 87, 6, 400
3, app/pages/WhatIsPrincipalEoriPage.scala, 14, false, 31, 30, 87, 6, 429
6, app/pages/ConsignorForAllItemsPage.scala, 14, false, 31, 30, 87, 6, 429
3, app/pages/addItems/ConfirmRemoveItemPage.scala, 13, false, 32, 33, 91, 7, 538
2, app/models/messages/package.scala, 10, false, 33, 36, 43, 6, 600
4, app/models/messages/package.scala, 10, false, 33, 36, 43, 6, 600
6, app/models/WithName.scala, 8, false, 32, 20, 28, 4, 500
2, app/queries/Constants.scala, 7, false, 40, 29, 56, 9, 1286
3, app/pages/QuestionPage.scala, 5, false, 30, 17, 12, 3, 600
2, app/derivable/Derivable.scala, 4, false, 32, 25, 15, 5, 1250
